Time Interval,Close,Net Chg,Open,High,Low,Tick Count
09:00 - 09:30,23768.83,-33.61,23802.65,23814.64,23754.31,2490
09:30 - 10:00,23674.01,-94.82,23768.87,23779.39,23611.2,4769
10:00 - 10:30,23700.06,26.05,23673.29,23710.97,23644.45,3113
10:30 - 11:00,23725.46,25.4,23700.88,23751.58,23693.55,2641
11:00 - 11:30,23711.49,-13.97,23725.56,23729.85,23697.07,3039
11:30 - 12:00,23707.05,-4.44,23707.05,23707.05,23707.05,1
03:00 - 03:30,23974.84,267.79,23848.46,23977.41,23848.46,4421
03:30 - 04:00,24001.62,26.78,23974.76,24035.07,23972.9,3727
04:00 - 04:30,23980.08,-21.54,24001.49,24007.53,23975.48,2613
04:30 - 05:00,23962.67,-17.41,23980.75,24004.69,23952.25,2723
05:00 - 05:30,23986.31,23.64,23963.32,23997.55,23939.64,2113
05:30 - 06:00,23951.71,-34.6,23986.17,23989.91,23951.46,2302
06:00 - 06:30,24010.68,58.97,23951.63,24018.23,23950.13,2080
06:30 - 07:00,24016.24,5.56,24010.8,24037.26,24010.01,1797
07:00 - 07:30,24029.69,13.45,24016.34,24041.47,24016.34,1705
07:30 - 08:00,24072.94,43.25,24029.63,24079.01,24025.25,1601
08:00 - 08:30,24053.61,-19.33,24073.23,24083.13,24053.42,1540
08:30 - 09:00,24058.21,4.6,24053.75,24064.13,24045.3,1506
09:00 - 09:30,24052.51,-5.7,24058.32,24077.61,24052.09,1730
09:30 - 10:00,24054.35,1.84,24052.33,24059.12,24028.08,2672
10:00 - 10:30,23978.79,-75.56,24054.56,24060.39,23978.33,2662
10:30 - 11:00,23970.23,-8.56,23979.36,24000.81,23953.65,2723
11:00 - 11:30,23930.51,-39.72,23969.82,23984.9,23920.97,3461
11:30 - 12:00,23969.13,38.62,23969.13,23969.13,23969.13,1
03:00 - 03:30,23973.86,4.73,23713.12,23977.49,23701.2,7878
03:30 - 04:00,23874.03,-99.83,23973.98,23977.56,23862.62,4789
04:00 - 04:30,23741.65,-132.38,23873.03,23877.98,23734.63,4130
04:30 - 05:00,23721.72,-19.93,23741.59,23785.05,23713.6,3574
05:00 - 05:30,23610.4,-111.32,23721.61,23721.61,23601.29,4046
05:30 - 06:00,23574.69,-35.71,23610.38,23612.48,23561.16,3441
06:00 - 06:30,23594.33,19.64,23574.64,23602.74,23533.2,3400
06:30 - 07:00,23532.95,-61.38,23594.47,23601.16,23510.73,2666
07:00 - 07:30,23591.43,58.48,23532.83,23608.9,23531.62,2094
07:30 - 08:00,23592.02,0.59,23591.1,23607.44,23560.38,1936
08:00 - 08:30,23531.61,-60.41,23591.7,23601.2,23526.63,2370
08:30 - 09:00,23527.99,-3.62,23531.68,23561.83,23507.12,2489
09:00 - 09:30,23473.05,-54.94,23528.12,23533.84,23463.4,2790
09:30 - 10:00,23512.2,39.15,23472.55,23552.89,23442.44,3818
10:00 - 10:30,23481.29,-30.91,23512.34,23513.44,23454.16,3322
10:30 - 11:00,23435.86,-45.43,23481.26,23485.29,23384.04,3710
11:00 - 11:30,23438.16,2.3,23435.84,23468.62,23411.73,3996
11:30 - 12:00,23416.13,-22.03,23416.13,23416.13,23416.13,1
03:00 - 03:30,23492.44,76.31,23544.56,23597.01,23480.23,5129
03:30 - 04:00,23488.49,-3.95,23492.54,23518.99,23429.19,3934
04:00 - 04:30,23472.95,-15.54,23488.38,23516.86,23440.33,3575
04:30 - 05:00,23498.87,25.92,23472.83,23514.29,23472.83,2691
05:00 - 05:30,23528.01,29.14,23498.29,23560.32,23498.16,2463
05:30 - 06:00,23582.28,54.27,23528.51,23594.2,23528.51,2420
06:00 - 06:30,23622.71,40.43,23581.66,23623.72,23533.88,2103
06:30 - 07:00,23680.16,57.45,23622.77,23680.64,23616.58,2168
07:00 - 07:30,23719.91,39.75,23679.88,23738.89,23678.15,2318
07:30 - 08:00,23750.73,30.82,23719.84,23769.4,23709.21,1950
08:00 - 08:30,23764.1,13.37,23751.59,23777.86,23741.26,1783
08:30 - 09:00,23796.27,32.17,23763.99,23801.36,23763.99,2155
09:00 - 09:30,23811.21,14.94,23796.23,23811.77,23778.18,2071
09:30 - 10:00,23856.8,45.59,23810.28,23866.75,23773.66,3122
10:00 - 10:30,23978.1,121.3,23856.86,23979.5,23856.86,3944
10:30 - 11:00,24006.32,28.22,23977.46,24006.32,23970.59,3529
11:00 - 11:30,23997.68,-8.64,24006.47,24016.28,23981.72,3612
11:30 - 12:00,24027.63,29.95,24027.63,24027.63,24027.63,1
03:00 - 03:30,24156.77,129.14,24052.97,24163.58,23969.03,5771
03:30 - 04:00,24187.38,30.61,24156.63,24197.66,24106.93,4135
04:00 - 04:30,24086.53,-100.85,24187.86,24195.48,24063.65,3191
04:30 - 05:00,24098.62,12.09,24086.58,24112.31,24061.9,2416
05:00 - 05:30,24114.91,16.29,24097.98,24127.61,24083.62,2076
05:30 - 06:00,24150.28,35.37,24114.49,24157.98,24088.73,1758
06:00 - 06:30,24133.29,-16.99,24150.85,24181.6,24115.79,1848
06:30 - 07:00,24154.93,21.64,24133.01,24168.18,24131.02,1462
07:00 - 07:30,24152.27,-2.66,24154.36,24163.35,24145.52,1316
07:30 - 08:00,24170.37,18.1,24153.09,24183.69,24147.39,1300
08:00 - 08:30,24172.12,1.75,24170.23,24173.61,24150.35,1469
08:30 - 09:00,24154.11,-18.01,24171.64,24184.58,24145.97,1596
09:00 - 09:30,24157.76,3.65,24154.25,24166.85,24151.11,1583
09:30 - 10:00,24095.27,-62.49,24158.24,24173.06,24091.6,2405
10:00 - 10:30,24091.77,-3.5,24095.55,24095.55,24019.28,2730
10:30 - 11:00,24168.6,76.83,24091.13,24169.43,24069.96,2286
11:00 - 11:30,24160.17,-8.43,24169.02,24173.19,24135.12,2989
11:30 - 12:00,24164.73,4.56,24164.73,24164.73,24164.73,1
03:00 - 03:30,23890.5,-274.23,23892.3,23942.42,23801.44,7455
03:30 - 04:00,23894.46,3.96,23890.09,23905.31,23806.15,4689
04:00 - 04:30,23947.17,52.71,23894.14,23982.66,23870.94,3340
04:30 - 05:00,23940.66,-6.51,23948.67,23968.91,23916.23,2751
05:00 - 05:30,23929.02,-11.64,23940.98,23953.02,23904.04,2264
05:30 - 06:00,23951.32,22.3,23928.64,23972.09,23920.27,1965
06:00 - 06:30,23881.81,-69.51,23951.2,23952,23856.33,2237
06:30 - 07:00,23868.4,-13.41,23881.93,23894.25,23844.56,2007
07:00 - 07:30,23853.46,-14.94,23867.92,23882.8,23842.02,1873
07:30 - 08:00,23803.79,-49.67,23853.39,23861.95,23798.46,1665
08:00 - 08:30,23816.39,12.6,23804.42,23821.08,23775.9,2028
