Time Interval,Close,Net Chg,Open,High,Low,Tick Count
10:30 - 11:00,7601.32,15.94,7585.37,7601.38,7584.81,6698
11:00 - 11:30,7590.16,-11.16,7601.33,7606.37,7586.3,7574
03:00 - 03:30,7486.36,-103.8,7585.98,7585.98,7461.66,12180
03:30 - 04:00,7459.36,-27,7486.34,7486.35,7453.55,6933
04:00 - 04:30,7424.36,-35,7459.3,7461.46,7424.36,6292
04:30 - 05:00,7422.14,-2.22,7424.36,7429.49,7418.44,5125
05:00 - 05:30,7412.92,-9.22,7422,7424.69,7406.98,4810
05:30 - 06:00,7396.76,-16.16,7412.91,7412.91,7396.71,4558
06:00 - 06:30,7421.38,24.62,7396.78,7421.42,7392.83,4581
06:30 - 07:00,7412.09,-9.29,7421.39,7428.89,7406.55,3881
07:00 - 07:30,7430.64,18.55,7412.09,7432.95,7412.09,3853
07:30 - 08:00,7425.19,-5.45,7430.63,7432.09,7420.69,3200
08:00 - 08:30,7414.99,-10.2,7425.29,7427.54,7414.43,3281
08:30 - 09:00,7419.68,4.69,7414.98,7421.56,7409.35,3589
09:00 - 09:30,7406.59,-13.09,7419.67,7421.54,7406.1,4234
09:30 - 10:00,7424.57,17.98,7406.62,7432.81,7402.75,8381
10:00 - 10:30,7421.67,-2.9,7424.57,7426.42,7410.94,6176
10:30 - 11:00,7409.42,-12.25,7421.68,7422.45,7399.84,6489
11:00 - 11:30,7409.91,0.49,7409.4,7414.38,7403.14,7159
03:00 - 03:30,7436.84,26.93,7412.05,7452.53,7412.05,8892
03:30 - 04:00,7422.49,-14.35,7436.86,7441.89,7422.49,6397
04:00 - 04:30,7417.36,-5.13,7422.45,7431.46,7410.37,5815
04:30 - 05:00,7418.77,1.41,7417.37,7430.06,7417.37,4873
05:00 - 05:30,7413.06,-5.71,7418.81,7426.83,7413.06,4098
05:30 - 06:00,7426.39,13.33,7413.07,7430.22,7412.52,3919
06:00 - 06:30,7424.5,-1.89,7426.32,7426.32,7414.03,3692
06:30 - 07:00,7434.15,9.65,7424.5,7435,7422.16,3764
07:00 - 07:30,7443.7,9.55,7434.15,7444.95,7429.81,4591
07:30 - 08:00,7446.08,2.38,7443.74,7450.77,7441.26,3901
08:00 - 08:30,7446.06,-0.02,7446.14,7450.12,7444.72,3699
08:30 - 09:00,7448.98,2.92,7446.05,7451.04,7444.24,3554
09:00 - 09:30,7455.69,6.71,7448.98,7455.7,7446.04,4481
09:30 - 10:00,7460.09,4.4,7455.66,7463.81,7448.32,7449
10:00 - 10:30,7478.5,18.41,7460.24,7484.06,7460.24,6121
10:30 - 11:00,7485.01,6.51,7478.52,7491.44,7476.53,6027
11:00 - 11:30,7482.49,-2.52,7485.07,7486.44,7475.31,6769
03:00 - 03:30,7509.45,26.96,7480.69,7513.61,7480.69,10982
03:30 - 04:00,7505.78,-3.67,7509.5,7514.73,7499.83,6558
04:00 - 04:30,7487.93,-17.85,7505.76,7510.85,7482.31,5884
04:30 - 05:00,7487.56,-0.37,7487.89,7494.44,7487.08,4656
05:00 - 05:30,7489.59,2.03,7487.58,7492.99,7485.02,4261
05:30 - 06:00,7496.71,7.12,7489.58,7498.51,7485.7,3261
06:00 - 06:30,7490.48,-6.23,7496.94,7504.61,7489.68,3601
06:30 - 07:00,7492.56,2.08,7490.44,7498.14,7490.18,3050
07:00 - 07:30,7491.54,-1.02,7492.56,7496.08,7491.15,3474
07:30 - 08:00,7486.61,-4.93,7491.56,7492.37,7486.01,3619
08:00 - 08:30,7494.28,7.67,7486.64,7495.71,7486.57,3406
08:30 - 09:00,7493.76,-0.52,7494.29,7496.99,7492.44,3328
09:00 - 09:30,7493.76,0,7493.82,7495.76,7489.96,3967
09:30 - 10:00,7473.54,-20.22,7493.78,7498.58,7473.21,6673
10:00 - 10:30,7481.91,8.37,7473.5,7483.53,7462.21,6846
10:30 - 11:00,7488.41,6.5,7481.79,7489.79,7477.09,4853
11:00 - 11:30,7489.63,1.22,7488.43,7492.59,7486.64,5723
03:00 - 03:30,7428.39,-61.24,7483.57,7483.57,7402.98,12478
03:30 - 04:00,7435.11,6.72,7428.42,7438.37,7422.32,7997
04:00 - 04:30,7446.39,11.28,7435.16,7455.56,7433.46,6927
04:30 - 05:00,7437.19,-9.2,7446.31,7447.26,7430.24,5487
05:00 - 05:30,7428.59,-8.6,7437.16,7440.37,7424.61,5631
05:30 - 06:00,7433.1,4.51,7428.58,7440.96,7426.9,4225
06:00 - 06:30,7418,-15.1,7433.07,7433.64,7411.89,4670
06:30 - 07:00,7409.37,-8.63,7417.97,7418.46,7408.36,5295
07:00 - 07:30,7378.22,-31.15,7409.37,7409.76,7377.95,8222
07:30 - 08:00,7372.14,-6.08,7378.2,7381.95,7370.82,4790
08:00 - 08:30,7383.93,11.79,7372.12,7386.96,7367.09,5176
08:30 - 09:00,7387.14,3.21,7383.92,7398.32,7380.33,5017
09:00 - 09:30,7379.69,-7.45,7387.15,7390.69,7379.09,5095
09:30 - 10:00,7387.85,8.16,7379.66,7396.16,7376.62,8489
10:00 - 10:30,7380.16,-7.69,7387.94,7390.95,7371.67,6548
10:30 - 11:00,7361.21,-18.95,7380.14,7380.33,7357.62,6671
11:00 - 11:30,7378.22,17.01,7361.31,7385.86,7361.26,7786
03:00 - 03:30,7361.19,-17.03,7381.96,7398.34,7357.51,8866
03:30 - 04:00,7355.9,-5.29,7361.18,7370.45,7354.38,6119
