Time Interval,Close,Net Chg,Open,High,Low,Tick Count
11:00 - 11:30,17541.47,1.83,17539.57,17548.95,17535.63,120
11:30 - 12:00,17568.44,26.97,17540.2,17568.44,17539.34,120
12:00 - 12:30,17562.99,-5.45,17567.79,17569.82,17562.99,120
12:30 - 13:00,17562.26,-0.73,17563.09,17564.45,17557.04,120
13:00 - 13:30,17552.48,-9.78,17562.08,17562.08,17551.89,120
13:30 - 14:00,17555.8,3.32,17552.09,17559.77,17552.09,120
14:00 - 14:30,17555.4,-0.4,17555.57,17560.94,17554.26,120
14:30 - 15:00,17572.15,16.75,17555.34,17572.15,17554.6,120
15:00 - 15:30,17555.68,-16.47,17572.04,17572.04,17553.74,120
15:30 - 16:00,17558.74,3.06,17555.12,17558.83,17549.3,120
16:00 - 16:30,17559.02,0.28,17559.02,17559.02,17559.02,81
09:30 - 10:00,17572.31,13.29,17548.09,17575.22,17538.37,120
10:00 - 10:30,17586.81,14.5,17571.77,17587.78,17570.1,120
10:30 - 11:00,17589.11,2.3,17586.88,17590.92,17580.06,120
11:00 - 11:30,17604.83,15.72,17589.09,17605.56,17588.35,120
11:30 - 12:00,17609.31,4.48,17603.35,17612.25,17603.35,120
12:00 - 12:30,17605.48,-3.83,17609.29,17609.29,17603.56,120
12:30 - 13:00,17606.06,0.58,17605.26,17609.27,17603.74,120
13:00 - 13:30,17615.29,9.23,17605.94,17617.81,17605.94,120
13:30 - 14:00,17614.17,-1.12,17614.83,17615.76,17608.94,120
14:00 - 14:30,17614.43,0.26,17614.06,17615.25,17609.61,120
14:30 - 15:00,17616.4,1.97,17614.58,17619.19,17613.36,120
15:00 - 15:30,17607.61,-8.79,17616.06,17620.19,17606.71,120
15:30 - 16:00,17603.69,-3.92,17607.61,17609.34,17597.66,120
16:00 - 16:30,17597.39,-6.3,17597.39,17597.39,17597.39,81
09:30 - 10:00,17548.21,-49.18,17551.53,17556.12,17536.31,120
10:00 - 10:30,17564.04,15.83,17547.38,17569.91,17547.38,120
10:30 - 11:00,17579.35,15.31,17564.4,17587.86,17564.19,120
11:00 - 11:30,17584.61,5.26,17577.67,17589.52,17575.97,120
11:30 - 12:00,17581.2,-3.41,17584.07,17585.35,17578.84,120
12:00 - 12:30,17576.25,-4.95,17581.44,17582.17,17572.96,120
12:30 - 13:00,17570.38,-5.87,17576.46,17578.22,17567.09,120
13:00 - 13:30,17550.94,-19.44,17570.57,17571.21,17548.72,120
13:30 - 14:00,17541.24,-9.7,17550.81,17550.87,17538.83,120
14:00 - 14:30,17552.42,11.18,17541.47,17558.4,17541.01,120
14:30 - 15:00,17552.89,0.47,17551.98,17557.47,17546.42,120
15:00 - 15:30,17569.84,16.95,17552.64,17569.84,17552.64,120
15:30 - 16:00,17574.76,4.92,17568.9,17574.76,17564.28,120
16:00 - 16:30,17572.28,-2.48,17572.28,17572.28,17572.28,81
09:30 - 10:00,17575,2.72,17570.29,17578.24,17557.98,120
10:00 - 10:30,17652.34,77.34,17576.11,17664.89,17576.11,120
10:30 - 11:00,17640.71,-11.63,17654.52,17666.45,17640.71,120
11:00 - 11:30,17616.44,-24.27,17639.63,17642.12,17613.07,120
11:30 - 12:00,17625.9,9.46,17614.41,17630.53,17610.56,120
12:00 - 12:30,17626.34,0.44,17627.24,17635.3,17623.35,120
12:30 - 13:00,17639.25,12.91,17626.24,17640.93,17625.91,120
13:00 - 13:30,17642.2,2.95,17639.1,17647.03,17637.38,120
13:30 - 14:00,17638.95,-3.25,17643.34,17646.71,17637.59,120
14:00 - 14:30,17638.47,-0.48,17638.05,17643.86,17636.6,120
14:30 - 15:00,17636.75,-1.72,17638.42,17639.31,17634.76,120
15:00 - 15:30,17616.8,-19.95,17635.98,17635.98,17610.12,120
15:30 - 16:00,17599.42,-17.38,17616.47,17624.26,17597.38,120
16:00 - 16:30,17599.86,0.44,17599.86,17599.86,17599.86,81
09:30 - 10:00,17563.82,-36.04,17564.77,17567.9,17540.77,120
10:00 - 10:30,17591.12,27.3,17566.38,17592.17,17564.72,120
10:30 - 11:00,17569.07,-22.05,17588.47,17596.89,17567.9,120
11:00 - 11:30,17551.88,-17.19,17570.76,17570.84,17548.3,120
11:30 - 12:00,17556.98,5.1,17551.95,17567.2,17550.23,120
12:00 - 12:30,17565.69,8.71,17557.05,17566.41,17553.97,120
12:30 - 13:00,17562.8,-2.89,17565.56,17569.53,17562.41,120
13:00 - 13:30,17566.45,3.65,17562.66,17571.84,17560.93,120
13:30 - 14:00,17579.54,13.09,17566.16,17579.72,17565.77,120
14:00 - 14:30,17587.76,8.22,17580.42,17591.02,17578.36,120
14:30 - 15:00,17605.33,17.57,17588.12,17605.78,17587.93,120
15:00 - 15:30,17613.09,7.76,17604.59,17613.09,17598.88,120
15:30 - 16:00,17617.58,4.49,17613.49,17620.77,17609.53,120
16:00 - 16:30,17621.78,4.2,17621.78,17621.78,17621.78,81
09:30 - 10:00,17644.56,22.78,17629.4,17645.56,17621.35,120
10:00 - 10:30,17608.54,-36.02,17646.35,17646.35,17608.54,120
10:30 - 11:00,17605.56,-2.98,17605.87,17617.78,17597.56,120
11:00 - 11:30,17595.39,-10.17,17605.12,17622.29,17592.86,120
11:30 - 12:00,17582.95,-12.44,17597.38,17597.38,17578.6,120
12:00 - 12:30,17548.29,-34.66,17582.66,17582.66,17545.19,120
12:30 - 13:00,17565.68,17.39,17548.19,17565.68,17548.19,120
13:00 - 13:30,17550.43,-15.25,17566.04,17566.04,17550.43,120
13:30 - 14:00,17545.88,-4.55,17550.4,17552.66,17542.1,120
14:00 - 14:30,17521.27,-24.61,17546.06,17547.65,17514.66,120
14:30 - 15:00,17540.91,19.64,17521.51,17541.36,17521.51,120
15:00 - 15:30,17564.93,24.02,17541.31,17568.28,17538.77,120
15:30 - 16:00,17563.88,-1.05,17564.4,17568.79,17546.71,120
16:00 - 16:30,17565.34,1.46,17565.34,17565.34,17565.34,81
09:30 - 10:00,17415.84,-149.5,17376.78,17443.9,17360.04,120
10:00 - 10:30,17424.48,8.64,17418.57,17426.75,17408.74,120
10:30 - 11:00,17403.61,-20.87,17425.9,17428.34,17396.53,120
11:00 - 11:30,17429.08,25.47,17404.92,17429.08,17404.33,120
11:30 - 12:00,17438.44,9.36,17427.75,17447.97,17422.7,120
12:00 - 12:30,17450.4,11.96,17437.58,17454.7,17436.88,120
12:30 - 13:00,17449.73,-0.67,17450.45,17462.66,17448.75,120
13:00 - 13:30,17457.23,7.5,17449.72,17466.12,17448.7,120
13:30 - 14:00,17458.42,1.19,17457.49,17465.2,17457.49,120
14:00 - 14:30,17453.62,-4.8,17458.71,17458.71,17443.51,120
14:30 - 15:00,17440.37,-13.25,17454.68,17456.49,17435.27,120
