Time Interval,Close,Net Chg,Open,High,Low,Tick Count
08:00 - 08:30,13432.94,-6.82,13439.76,13443.82,13429.86,1800
08:30 - 09:00,13394.45,-38.49,13432.94,13433.89,13388.48,1800
09:00 - 09:30,13398.73,4.28,13394.56,13410.08,13391.32,1800
09:30 - 10:00,13426.14,27.41,13399.03,13428.73,13396.39,1800
10:00 - 10:30,13410.85,-15.29,13425.99,13430.51,13401.22,1800
10:30 - 11:00,13415.01,4.16,13411.35,13424.15,13409.24,1800
11:00 - 11:30,13419.1,4.09,13415.05,13424.41,13402.53,1800
11:30 - 12:00,13432.3,13.2,13418.77,13432.3,13418.77,900
03:00 - 03:30,13461.69,29.39,13463.46,13474.38,13434.81,1644
03:30 - 04:00,13480.57,18.88,13461.65,13492.74,13461.51,1800
04:00 - 04:30,13449.66,-30.91,13481.85,13492.27,13431.99,1800
04:30 - 05:00,13429.07,-20.59,13449.99,13453.34,13418.97,1800
05:00 - 05:30,13407.96,-21.11,13429.29,13429.98,13398.13,1800
05:30 - 06:00,13415.53,7.57,13407.96,13418.38,13397.47,1800
06:00 - 06:30,13400.49,-15.04,13415.42,13418.94,13382.98,1800
06:30 - 07:00,13409.69,9.2,13400.49,13412.16,13393.47,1800
07:00 - 07:30,13413.39,3.7,13409.89,13425.61,13409.89,1800
07:30 - 08:00,13403.56,-9.83,13413.47,13417.4,13403.04,1800
08:00 - 08:30,13412.13,8.57,13403.48,13413.53,13400.68,1800
08:30 - 09:00,13412.16,0.03,13412.84,13430.28,13411.97,1800
09:00 - 09:30,13422.58,10.42,13412.1,13424.81,13411.7,1800
09:30 - 10:00,13408.55,-14.03,13422.24,13424.18,13398.34,1800
10:00 - 10:30,13422.45,13.9,13408.52,13423.27,13408.16,1800
10:30 - 11:00,13424.79,2.34,13422.8,13434.25,13418.71,1800
11:00 - 11:30,13428.35,3.56,13425.12,13432.41,13421.66,1800
11:30 - 12:00,13429.43,1.08,13428.72,13430.65,13426.85,900
03:00 - 03:30,13527.15,97.72,13513.48,13536.5,13510.67,1631
03:30 - 04:00,13502.62,-24.53,13527.04,13551.62,13500.8,1800
04:00 - 04:30,13516.24,13.62,13502.35,13525.7,13501.21,1800
04:30 - 05:00,13533.49,17.25,13515.68,13535.27,13508.14,1800
