Time Interval,Close,Net Chg,Open,High,Low,Tick Count
13:30 - 14:00,3303.33,3.28,3300.03,3303.37,3299.96,1800
14:00 - 14:30,3302.95,-0.38,3303.5,3305.8,3302.62,1800
14:30 - 15:00,3304.26,1.31,3302.95,3306.92,3302.25,1800
15:00 - 15:30,3304.74,0.48,3304.22,3305.21,3301.34,1800
15:30 - 16:00,3297.8,-6.94,3304.73,3305.34,3295.92,1800
16:00 - 16:30,3297.59,-0.21,3297.69,3297.69,3297.58,900
09:30 - 10:00,3326.37,28.78,3324.91,3330.53,3319.86,1800
10:00 - 10:30,3318.14,-8.23,3325.75,3330.3,3315.54,1800
10:30 - 11:00,3322.43,4.29,3318.27,3323.64,3313.75,1800
11:00 - 11:30,3324.68,2.25,3322.34,3324.86,3320.01,1800
11:30 - 12:00,3326.71,2.03,3324.64,3326.72,3318.45,1800
12:00 - 12:30,3327.01,0.3,3326.67,3329.45,3326.09,1800
12:30 - 13:00,3326.24,-0.77,3327.01,3328.87,3325.89,1800
13:00 - 13:30,3325.58,-0.66,3326.19,3326.44,3323.2,1800
13:30 - 14:00,3328.1,2.52,3325.57,3329.61,3325.11,1800
14:00 - 14:30,3329.2,1.1,3328.1,3329.74,3324.78,1800
14:30 - 15:00,3333.51,4.31,3329.2,3334.24,3328.34,1800
15:00 - 15:30,3334.96,1.45,3333.7,3337.58,3333.17,1800
15:30 - 16:00,3335.02,0.06,3334.9,3335.39,3328.82,1800
16:00 - 16:30,3334.69,-0.33,3334.73,3334.74,3334.67,900
09:30 - 10:00,3344.11,9.42,3344.92,3346.2,3334.39,1800
10:00 - 10:30,3338.53,-5.58,3344.32,3345.56,3335.94,1800
10:30 - 11:00,3341.42,2.89,3338.47,3343.69,3337.39,1800
11:00 - 11:30,3345.68,4.26,3341.44,3346.65,3339.98,1800
11:30 - 12:00,3341.07,-4.61,3345.75,3346.57,3341.07,1800
12:00 - 12:30,3346.89,5.82,3340.79,3346.89,3340.72,1800
12:30 - 13:00,3347.08,0.19,3346.9,3347.39,3345.08,1800
13:00 - 13:30,3343.57,-3.51,3347.06,3347.96,3343.57,1800
13:30 - 14:00,3345.05,1.48,3343.52,3345.32,3341.6,1800
14:00 - 14:30,3346.03,0.98,3345.02,3347.25,3343.59,1800
14:30 - 15:00,3344.03,-2,3346.02,3347.19,3344.03,1800
15:00 - 15:30,3342.21,-1.82,3344.06,3346.15,3341.2,1800
15:30 - 16:00,3345.76,3.55,3342.2,3347.11,3342.2,1800
16:00 - 16:30,3345.78,0.02,3345.74,3345.79,3345.72,900
09:30 - 10:00,3328.83,-16.95,3335.54,3335.54,3326.14,1800
10:00 - 10:30,3335.34,6.51,3328.9,3335.56,3325.54,1800
10:30 - 11:00,3334.43,-0.91,3335.37,3337.46,3333.45,1800
11:00 - 11:30,3339.15,4.72,3334.36,3339.73,3332.07,1800
11:30 - 12:00,3337.62,-1.53,3339.08,3341.42,3335.13,1800
12:00 - 12:30,3340.15,2.53,3337.56,3340.7,3336.5,1800
